name,body,kind,type,category,theme,color,lat,lon,lod,dimension,description
Chernyshev,Moon,surface,Crater,crater,crater,#ff5faa,47.01,174.41,5,~59 km diameter,Chernyshev is a complex impact crater 59 km across in the northern mid-latitudes of the lunar farside
C. Herschel,Moon,surface,Crater,crater,crater,#ff5faa,34.48,-31.29,5,~14 km diameter,C. Herschel is a simple impact crater 14 km across in the northern mid-latitudes of the lunar nearside
Chevallier,Moon,surface,Crater,crater,crater,#ff5faa,45.01,51.57,5,~52 km diameter,Chevallier is a complex impact crater 52 km across in the northern mid-latitudes of the lunar nearside
Chien-Shiung Wu,Moon,surface,Crater,crater,crater,#ff5faa,-41.88,-153.68,5,~1 km diameter,Chien-Shiung Wu is a very small impact crater 1 km across in the southern mid-latitudes of the lunar farside
Ching-Te,Moon,surface,Crater,crater,crater,#ff5faa,20.02,29.97,5,~4 km diameter,Ching-Te is a small simple impact crater 4 km across in the northern equatorial belt of the lunar nearside
Chladni,Moon,surface,Crater,crater,crater,#ff5faa,3.99,1.12,5,~13 km diameter,Chladni is a simple impact crater 13 km across in the equatorial region of the lunar nearside
Chrétien,Moon,surface,Crater,crater,crater,#ff5faa,-46.11,162.99,4,~99 km diameter,Chrétien is a complex impact crater 99 km across in the southern mid-latitudes of the lunar farside
Cichus,Moon,surface,Crater,crater,crater,#ff5faa,-33.29,-21.18,5,~39 km diameter,Cichus is a transitional complex crater 39 km across in the southern mid-latitudes of the lunar nearside
Cinco,Moon,surface,Astronaut-named features,landing,landing,#ffe500,-9.1,15.52,5,~0 km diameter,Cinco is an astronaut-named landmark in the equatorial region of the lunar nearside
Clairaut,Moon,surface,Crater,crater,crater,#ff5faa,-47.84,13.86,4,~77 km diameter,Clairaut is a complex impact crater 77 km across in the southern mid-latitudes of the lunar nearside
Clark,Moon,surface,Crater,crater,crater,#ff5faa,-38.67,119.35,5,~52 km diameter,Clark is a complex impact crater 52 km across in the southern mid-latitudes of the lunar farside
Clausius,Moon,surface,Crater,crater,crater,#ff5faa,-36.9,-43.93,5,~24 km diameter,Clausius is a transitional complex crater 24 km across in the southern mid-latitudes of the lunar nearside
Clavius,Moon,surface,Crater,crater,crater,#ff5faa,-58.62,-14.73,1,~231 km diameter,Clavius is a very large impact crater approaching basin scale 231 km in diameter in the high southern latitudes of the lunar nearside
Cleomedes,Moon,surface,Crater,crater,crater,#ff5faa,27.6,55.5,4,~131 km diameter,Cleomedes is a large complex crater 131 km in diameter in the northern equatorial belt of the lunar nearside
Cleostratus,Moon,surface,Crater,crater,crater,#ff5faa,60.32,-77.4,5,~63 km diameter,Cleostratus is a complex impact crater 63 km across in the high northern latitudes of the lunar nearside
Clerke,Moon,surface,Crater,crater,crater,#ff5faa,21.68,29.8,5,~7 km diameter,Clerke is a small simple impact crater 7 km across in the northern equatorial belt of the lunar nearside
C. Mayer,Moon,surface,Crater,crater,crater,#ff5faa,63.26,17.31,5,~38 km diameter,C. Mayer is a transitional complex crater 38 km across in the high northern latitudes of the lunar nearside
Coblentz,Moon,surface,Crater,crater,crater,#ff5faa,-38.09,126.65,5,~33 km diameter,Coblentz is a transitional complex crater 33 km across in the southern mid-latitudes of the lunar farside
Cochise,Moon,surface,Astronaut-named features,landing,landing,#ffe500,20.25,30.84,5,~1 km diameter,Cochise is an astronaut-named landmark in the northern equatorial belt of the lunar nearside
Cockcroft,Moon,surface,Crater,crater,crater,#ff5faa,31.09,-162.91,4,~92 km diameter,Cockcroft is a complex impact crater 92 km across in the northern mid-latitudes of the lunar farside
Collins,Moon,surface,Crater,crater,crater,#ff5faa,1.3,23.71,5,~3 km diameter,Collins is a small simple impact crater 3 km across in the equatorial region of the lunar nearside
Colombo,Moon,surface,Crater,crater,crater,#ff5faa,-15.26,46.02,4,~79 km diameter,Colombo is a complex impact crater 79 km across in the southern equatorial belt of the lunar nearside
Compton,Moon,surface,Crater,crater,crater,#ff5faa,55.86,104.05,4,~165 km diameter,Compton is a large complex crater 165 km in diameter in the high northern latitudes of the lunar farside
Comrie,Moon,surface,Crater,crater,crater,#ff5faa,23.39,-113.17,5,~59 km diameter,Comrie is a complex impact crater 59 km across in the northern equatorial belt of the lunar farside
Comstock,Moon,surface,Crater,crater,crater,#ff5faa,21.59,-122.05,5,~73 km diameter,Comstock is a complex impact crater 73 km across in the northern equatorial belt of the lunar farside
Condon,Moon,surface,Crater,crater,crater,#ff5faa,1.87,60.36,5,~35 km diameter,Condon is a transitional complex crater 35 km across in the equatorial region of the lunar nearside
Condorcet,Moon,surface,Crater,crater,crater,#ff5faa,12.1,69.58,4,~75 km diameter,Condorcet is a complex impact crater 75 km across in the equatorial region of the lunar nearside
Cone,Moon,surface,Astronaut-named features,landing,landing,#ffe500,-3.62,-17.43,5,~0 km diameter,Cone is an astronaut-named landmark in the equatorial region of the lunar nearside
Congreve,Moon,surface,Crater,crater,crater,#ff5faa,-0.28,-167.84,5,~58 km diameter,Congreve is a complex impact crater 58 km across in the equatorial region of the lunar farside
Conon,Moon,surface,Crater,crater,crater,#ff5faa,21.66,1.95,5,~21 km diameter,Conon is a transitional complex crater 21 km across in the northern equatorial belt of the lunar nearside
Cook,Moon,surface,Crater,crater,crater,#ff5faa,-17.5,48.81,5,~45 km diameter,Cook is a complex impact crater 45 km across in the southern equatorial belt of the lunar nearside
Cooper,Moon,surface,Crater,crater,crater,#ff5faa,52.68,175.92,5,~52 km diameter,Cooper is a complex impact crater 52 km across in the northern mid-latitudes of the lunar farside
Copernicus,Moon,surface,Crater,crater,crater,#ff5faa,9.62,-20.08,1,~96 km diameter,Copernicus is a complex impact crater 96 km across in the equatorial region of the lunar nearside
Cori,Moon,surface,Crater,crater,crater,#ff5faa,-50.48,-152.91,5,~67 km diameter,Cori is a complex impact crater 67 km across in the southern mid-latitudes of the lunar farside
Coriolis,Moon,surface,Crater,crater,crater,#ff5faa,0.56,171.8,4,~79 km diameter,Coriolis is a complex impact crater 79 km across in the equatorial region of the lunar farside
Corneille,Moon,surface,Crater,crater,crater,#ff5faa,12.3,134.8,5,,Corneille is an impact crater in the equatorial region of the lunar farside
Couder,Moon,surface,Crater,crater,crater,#ff5faa,-4.9,-92.58,5,~19 km diameter,Couder is a transitional complex crater 19 km across in the equatorial region of the limb region between nearside and farside
Coulomb,Moon,surface,Crater,crater,crater,#ff5faa,54.46,-115.0,4,~90 km diameter,Coulomb is a complex impact crater 90 km across in the northern mid-latitudes of the lunar farside
Courtney,Moon,surface,Crater,crater,crater,#ff5faa,25.14,-30.81,5,~1 km diameter,Courtney is a very small impact crater 1 km across in the northern equatorial belt of the lunar nearside
Cremona,Moon,surface,Crater,crater,crater,#ff5faa,67.24,-90.86,4,~85 km diameter,Cremona is a complex impact crater 85 km across in the high northern latitudes of the limb region between nearside and farside
Crescent,Moon,surface,Astronaut-named features,landing,landing,#ffe500,-3.0,-23.43,5,~2 km diameter,Crescent is an astronaut-named landmark in the equatorial region of the lunar nearside
Crile,Moon,surface,Crater,crater,crater,#ff5faa,14.21,45.98,5,~9 km diameter,Crile is a simple impact crater 9 km across in the equatorial region of the lunar nearside
Crocco,Moon,surface,Crater,crater,crater,#ff5faa,-46.98,150.51,5,~68 km diameter,Crocco is a complex impact crater 68 km across in the southern mid-latitudes of the lunar farside
Crommelin,Moon,surface,Crater,crater,crater,#ff5faa,-67.46,-147.95,4,~93 km diameter,Crommelin is a complex impact crater 93 km across in the high southern latitudes of the lunar farside
Crookes,Moon,surface,Crater,crater,crater,#ff5faa,-10.4,-165.1,5,~48 km diameter,Crookes is a complex impact crater 48 km across in the equatorial region of the lunar farside
Crozier,Moon,surface,Crater,crater,crater,#ff5faa,-13.56,50.72,5,~23 km diameter,Crozier is a transitional complex crater 23 km across in the equatorial region of the lunar nearside
Crüger,Moon,surface,Crater,crater,crater,#ff5faa,-16.68,-66.96,5,~46 km diameter,Crüger is a complex impact crater 46 km across in the southern equatorial belt of the lunar nearside
Ctesibius,Moon,surface,Crater,crater,crater,#ff5faa,0.83,118.75,5,~32 km diameter,Ctesibius is a transitional complex crater 32 km across in the equatorial region of the lunar farside
Curie,Moon,surface,Crater,crater,crater,#ff5faa,-23.05,92.28,4,~139 km diameter,Curie is a large complex crater 139 km in diameter in the southern equatorial belt of the limb region between nearside and farside
Curtis,Moon,surface,Crater,crater,crater,#ff5faa,14.57,56.79,5,~3 km diameter,Curtis is a small simple impact crater 3 km across in the equatorial region of the lunar nearside
Curtius,Moon,surface,Crater,crater,crater,#ff5faa,-67.08,4.4,4,~99 km diameter,Curtius is a complex impact crater 99 km across in the high southern latitudes of the lunar nearside
Cusanus,Moon,surface,Crater,crater,crater,#ff5faa,71.82,69.4,5,~61 km diameter,Cusanus is a complex impact crater 61 km across in the high northern latitudes of the lunar nearside
Cuvier,Moon,surface,Crater,crater,crater,#ff5faa,-50.29,9.69,4,~77 km diameter,Cuvier is a complex impact crater 77 km across in the southern mid-latitudes of the lunar nearside
Cyrano,Moon,surface,Crater,crater,crater,#ff5faa,-20.37,157.37,4,~80 km diameter,Cyrano is a complex impact crater 80 km across in the southern equatorial belt of the lunar farside
Cyrillus,Moon,surface,Crater,crater,crater,#ff5faa,-13.29,24.07,2,~98 km diameter,Cyrillus is a complex impact crater 98 km across in the equatorial region of the lunar nearside
Cysatus,Moon,surface,Crater,crater,crater,#ff5faa,-66.21,-6.34,5,~48 km diameter,Cysatus is a complex impact crater 48 km across in the high southern latitudes of the lunar nearside
Daedalus,Moon,surface,Crater,crater,crater,#ff5faa,-5.83,179.4,4,~94 km diameter,Daedalus is a complex impact crater 94 km across in the equatorial region of the lunar farside
Dag,Moon,surface,Crater,crater,crater,#ff5faa,18.71,5.26,5,~0 km diameter,Dag is a very small impact crater 0.0 km across in the northern equatorial belt of the lunar nearside
Daguerre,Moon,surface,Crater,crater,crater,#ff5faa,-11.91,33.61,5,~46 km diameter,Daguerre is a complex impact crater 46 km across in the equatorial region of the lunar nearside
Dale,Moon,surface,Crater,crater,crater,#ff5faa,-9.56,82.93,5,~23 km diameter,Dale is a transitional complex crater 23 km across in the equatorial region of the limb region between nearside and farside
d'Alembert,Moon,surface,Crater,crater,crater,#ff5faa,51.07,164.89,4,~234 km diameter,d'Alembert is a very large impact crater approaching basin scale 234 km in diameter in the northern mid-latitudes of the lunar farside
Dalton,Moon,surface,Crater,crater,crater,#ff5faa,17.07,-84.45,5,~61 km diameter,Dalton is a complex impact crater 61 km across in the northern equatorial belt of the limb region between nearside and farside
Daly,Moon,surface,Crater,crater,crater,#ff5faa,5.74,59.5,5,~15 km diameter,Daly is a simple impact crater 15 km across in the equatorial region of the lunar nearside
Damoiseau,Moon,surface,Crater,crater,crater,#ff5faa,-4.85,-61.25,5,~37 km diameter,Damoiseau is a transitional complex crater 37 km across in the equatorial region of the lunar nearside
Daniell,Moon,surface,Crater,crater,crater,#ff5faa,35.42,31.16,5,~28 km diameter,Daniell is a transitional complex crater 28 km across in the northern mid-latitudes of the lunar nearside
Danjon,Moon,surface,Crater,crater,crater,#ff5faa,-11.42,123.9,5,~69 km diameter,Danjon is a complex impact crater 69 km across in the equatorial region of the lunar farside
Dante,Moon,surface,Crater,crater,crater,#ff5faa,25.36,180.0,5,~54 km diameter,Dante is a complex impact crater 54 km across in the northern equatorial belt of the lunar farside
Dario,Moon,surface,Crater,crater,crater,#ff5faa,-11.3,90.7,5,,Dario is an impact crater in the equatorial region of the limb region between nearside and farside
Darney,Moon,surface,Crater,crater,crater,#ff5faa,-14.61,-23.57,5,~15 km diameter,Darney is a simple impact crater 15 km across in the equatorial region of the lunar nearside
D'Arrest,Moon,surface,Crater,crater,crater,#ff5faa,2.26,14.6,5,~30 km diameter,D'Arrest is a transitional complex crater 30 km across in the equatorial region of the lunar nearside
D'Arsonval,Moon,surface,Crater,crater,crater,#ff5faa,-10.31,124.59,5,~30 km diameter,D'Arsonval is a transitional complex crater 30 km across in the equatorial region of the lunar farside
Darwin,Moon,surface,Crater,crater,crater,#ff5faa,-19.93,-69.21,4,~122 km diameter,Darwin is a large complex crater 122 km in diameter in the southern equatorial belt of the lunar nearside
Das,Moon,surface,Crater,crater,crater,#ff5faa,-26.49,-137.05,5,~36 km diameter,Das is a transitional complex crater 36 km across in the southern equatorial belt of the lunar farside
Daubrée,Moon,surface,Crater,crater,crater,#ff5faa,15.73,14.75,5,~15 km diameter,Daubrée is a simple impact crater 15 km across in the northern equatorial belt of the lunar nearside
da Vinci,Moon,surface,Crater,crater,crater,#ff5faa,9.1,44.95,5,~37 km diameter,da Vinci is a transitional complex crater 37 km across in the equatorial region of the lunar nearside
Davisson,Moon,surface,Crater,crater,crater,#ff5faa,-37.93,-174.97,4,~92 km diameter,Davisson is a complex impact crater 92 km across in the southern mid-latitudes of the lunar farside
Davy,Moon,surface,Crater,crater,crater,#ff5faa,-11.85,-8.15,5,~34 km diameter,Davy is a transitional complex crater 34 km across in the equatorial region of the lunar nearside
Dawa,Moon,surface,Crater,crater,crater,#ff5faa,-85.45,31.66,5,~1 km diameter,Dawa is a very small impact crater 1 km across in the south-polar region of the lunar nearside
Dawes,Moon,surface,Crater,crater,crater,#ff5faa,17.21,26.34,5,~18 km diameter,Dawes is a transitional complex crater 18 km across in the northern equatorial belt of the lunar nearside
Dawson,Moon,surface,Crater,crater,crater,#ff5faa,-66.99,-135.05,5,~44 km diameter,Dawson is a complex impact crater 44 km across in the high southern latitudes of the lunar farside
D. Brown,Moon,surface,Crater,crater,crater,#ff5faa,-41.65,-147.16,5,~16 km diameter,D. Brown is a simple impact crater 16 km across in the southern mid-latitudes of the lunar farside
Debes,Moon,surface,Crater,crater,crater,#ff5faa,29.47,51.62,5,~32 km diameter,Debes is a transitional complex crater 32 km across in the northern equatorial belt of the lunar nearside
Debus,Moon,surface,Crater,crater,crater,#ff5faa,-10.68,99.68,5,~20 km diameter,Debus is a transitional complex crater 20 km across in the equatorial region of the limb region between nearside and farside
Debye,Moon,surface,Crater,crater,crater,#ff5faa,49.43,-176.03,4,~127 km diameter,Debye is a large complex crater 127 km in diameter in the northern mid-latitudes of the lunar farside
Dechen,Moon,surface,Crater,crater,crater,#ff5faa,46.12,-68.18,5,~12 km diameter,Dechen is a simple impact crater 12 km across in the northern mid-latitudes of the lunar nearside
Defoe,Moon,surface,Crater,crater,crater,#ff5faa,-6.0,80.5,5,,Defoe is an impact crater in the equatorial region of the limb region between nearside and farside
De Forest,Moon,surface,Crater,crater,crater,#ff5faa,-76.94,-163.33,5,~56 km diameter,De Forest is a complex impact crater 56 km across in the south-polar region of the lunar farside
de Gasparis,Moon,surface,Crater,crater,crater,#ff5faa,-25.83,-50.83,5,~31 km diameter,de Gasparis is a transitional complex crater 31 km across in the southern equatorial belt of the lunar nearside
de Gerlache,Moon,surface,Crater,crater,crater,#ff5faa,-88.48,-88.34,5,~33 km diameter,de Gerlache is a transitional complex crater 33 km across in the south-polar region of the limb region between nearside and farside
Delambre,Moon,surface,Crater,crater,crater,#ff5faa,-1.94,17.39,5,~51 km diameter,Delambre is a complex impact crater 51 km across in the equatorial region of the lunar nearside
De La Rue,Moon,surface,Crater,crater,crater,#ff5faa,59.02,52.84,4,~135 km diameter,De La Rue is a large complex crater 135 km in diameter in the high northern latitudes of the lunar nearside
Delaunay,Moon,surface,Crater,crater,crater,#ff5faa,-22.26,2.62,5,~45 km diameter,Delaunay is a complex impact crater 45 km across in the southern equatorial belt of the lunar nearside
Delia,Moon,surface,Crater,crater,crater,#ff5faa,-10.91,-6.13,5,~2 km diameter,Delia is a very small impact crater 2 km across in the equatorial region of the lunar nearside
Delisle,Moon,surface,Crater,crater,crater,#ff5faa,29.98,-34.68,5,~25 km diameter,Delisle is a transitional complex crater 25 km across in the northern equatorial belt of the lunar nearside
Dellinger,Moon,surface,Crater,crater,crater,#ff5faa,-6.87,140.7,4,~82 km diameter,Dellinger is a complex impact crater 82 km across in the equatorial region of the lunar farside
Delmotte,Moon,surface,Crater,crater,crater,#ff5faa,27.16,60.2,5,~32 km diameter,Delmotte is a transitional complex crater 32 km across in the northern equatorial belt of the lunar nearside
Delporte,Moon,surface,Crater,crater,crater,#ff5faa,-15.89,121.55,5,~42 km diameter,Delporte is a complex impact crater 42 km across in the southern equatorial belt of the lunar farside
Deluc,Moon,surface,Crater,crater,crater,#ff5faa,-55.02,-2.98,5,~46 km diameter,Deluc is a complex impact crater 46 km across in the high southern latitudes of the lunar nearside
Dembowski,Moon,surface,Crater,crater,crater,#ff5faa,2.88,7.27,5,~26 km diameter,Dembowski is a transitional complex crater 26 km across in the equatorial region of the lunar nearside
Democritus,Moon,surface,Crater,crater,crater,#ff5faa,62.31,34.99,5,~38 km diameter,Democritus is a transitional complex crater 38 km across in the high northern latitudes of the lunar nearside
Demonax,Moon,surface,Crater,crater,crater,#ff5faa,-78.09,59.36,4,~122 km diameter,Demonax is a large complex crater 122 km in diameter in the south-polar region of the lunar nearside
De Moraes,Moon,surface,Crater,crater,crater,#ff5faa,49.38,143.0,5,~54 km diameter,De Moraes is a complex impact crater 54 km across in the northern mid-latitudes of the lunar farside
De Morgan,Moon,surface,Crater,crater,crater,#ff5faa,3.31,14.89,5,~10 km diameter,De Morgan is a simple impact crater 10 km across in the equatorial region of the lunar nearside
Denning,Moon,surface,Crater,crater,crater,#ff5faa,-16.26,142.76,5,~44 km diameter,Denning is a complex impact crater 44 km across in the southern equatorial belt of the lunar farside
De Roy,Moon,surface,Crater,crater,crater,#ff5faa,-55.24,-98.99,5,~44 km diameter,De Roy is a complex impact crater 44 km across in the high southern latitudes of the limb region between nearside and farside
Desargues,Moon,surface,Crater,crater,crater,#ff5faa,70.25,-73.42,4,~85 km diameter,Desargues is a complex impact crater 85 km across in the high northern latitudes of the lunar nearside
Descartes,Moon,surface,Crater,crater,crater,#ff5faa,-11.74,15.67,1,~48 km diameter,Descartes is a complex impact crater 48 km across in the equatorial region of the lunar nearside
Deseilligny,Moon,surface,Crater,crater,crater,#ff5faa,21.13,20.59,5,~6 km diameter,Deseilligny is a small simple impact crater 6 km across in the northern equatorial belt of the lunar nearside
De Sitter,Moon,surface,Crater,crater,crater,#ff5faa,79.81,38.57,5,~64 km diameter,De Sitter is a complex impact crater 64 km across in the polar region of the lunar nearside
Deslandres,Moon,surface,Crater,crater,crater,#ff5faa,-32.55,-5.57,4,~227 km diameter,Deslandres is a very large impact crater approaching basin scale 227 km in diameter in the southern mid-latitudes of the lunar nearside
Deutsch,Moon,surface,Crater,crater,crater,#ff5faa,24.35,110.91,5,~73 km diameter,Deutsch is a complex impact crater 73 km across in the northern equatorial belt of the lunar farside
De Vico,Moon,surface,Crater,crater,crater,#ff5faa,-19.71,-60.32,5,~22 km diameter,De Vico is a transitional complex crater 22 km across in the southern equatorial belt of the lunar nearside
De Vries,Moon,surface,Crater,crater,crater,#ff5faa,-19.68,-176.78,5,~58 km diameter,De Vries is a complex impact crater 58 km across in the southern equatorial belt of the lunar farside
Dewar,Moon,surface,Crater,crater,crater,#ff5faa,-2.61,165.62,5,~46 km diameter,Dewar is a complex impact crater 46 km across in the equatorial region of the lunar farside
Diana,Moon,surface,Crater,crater,crater,#ff5faa,14.29,35.65,5,~2 km diameter,Diana is a very small impact crater 2 km across in the equatorial region of the lunar nearside
Diderot,Moon,surface,Crater,crater,crater,#ff5faa,-20.42,121.54,5,~20 km diameter,Diderot is a transitional complex crater 20 km across in the southern equatorial belt of the lunar farside
Dionysius,Moon,surface,Crater,crater,crater,#ff5faa,2.77,17.29,5,~17 km diameter,Dionysius is a simple impact crater 17 km across in the equatorial region of the lunar nearside
Diophantus,Moon,surface,Crater,crater,crater,#ff5faa,27.62,-34.3,5,~18 km diameter,Diophantus is a transitional complex crater 18 km across in the northern equatorial belt of the lunar nearside
Dirichlet,Moon,surface,Crater,crater,crater,#ff5faa,10.58,-152.05,5,~47 km diameter,Dirichlet is a complex impact crater 47 km across in the equatorial region of the lunar farside
Dobrovol'skiy,Moon,surface,Crater,crater,crater,#ff5faa,-12.83,129.68,5,~38 km diameter,Dobrovol'skiy is a transitional complex crater 38 km across in the equatorial region of the lunar farside
Doerfel,Moon,surface,Crater,crater,crater,#ff5faa,-68.97,-108.53,5,~69 km diameter,Doerfel is a complex impact crater 69 km across in the high southern latitudes of the lunar farside
Dollond,Moon,surface,Crater,crater,crater,#ff5faa,-10.48,14.41,5,~11 km diameter,Dollond is a simple impact crater 11 km across in the equatorial region of the lunar nearside
Donati,Moon,surface,Crater,crater,crater,#ff5faa,-20.69,5.1,5,~36 km diameter,Donati is a transitional complex crater 36 km across in the southern equatorial belt of the lunar nearside
Donna,Moon,surface,Crater,crater,crater,#ff5faa,7.22,38.3,5,~2 km diameter,Donna is a very small impact crater 2 km across in the equatorial region of the lunar nearside
Donner,Moon,surface,Crater,crater,crater,#ff5faa,-31.35,97.99,5,~55 km diameter,Donner is a complex impact crater 55 km across in the southern mid-latitudes of the limb region between nearside and farside
Doppelmayer,Moon,surface,Crater,crater,crater,#ff5faa,-28.48,-41.51,5,~65 km diameter,Doppelmayer is a complex impact crater 65 km across in the southern equatorial belt of the lunar nearside
Doppler,Moon,surface,Crater,crater,crater,#ff5faa,-12.58,-159.84,4,~102 km diameter,Doppler is a large complex crater 102 km in diameter in the equatorial region of the lunar farside
Dorsa Aldrovandi,Moon,surface,Dorsum,tectonic,surface,#d4965a,23.61,28.65,4,~127 km diameter,Dorsa Aldrovandi is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsa Andrusov,Moon,surface,Dorsum,tectonic,surface,#d4965a,-1.56,56.77,4,~81 km diameter,Dorsa Andrusov is a wrinkle ridge (dorsum) in the equatorial region of the lunar nearside
Dorsa Argand,Moon,surface,Dorsum,tectonic,surface,#d4965a,28.29,-40.34,4,~92 km diameter,Dorsa Argand is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsa Barlow,Moon,surface,Dorsum,tectonic,surface,#d4965a,14.04,30.57,4,~113 km diameter,Dorsa Barlow is a wrinkle ridge (dorsum) in the equatorial region of the lunar nearside
Dorsa Burnet,Moon,surface,Dorsum,tectonic,surface,#d4965a,26.18,-56.78,4,~195 km diameter,Dorsa Burnet is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsa Cato,Moon,surface,Dorsum,tectonic,surface,#d4965a,0.21,47.7,4,~129 km diameter,Dorsa Cato is a wrinkle ridge (dorsum) in the equatorial region of the lunar nearside
Dorsa Dana,Moon,surface,Dorsum,tectonic,surface,#d4965a,2.26,89.6,4,~82 km diameter,Dorsa Dana is a wrinkle ridge (dorsum) in the equatorial region of the limb region between nearside and farside
Dorsa Ewing,Moon,surface,Dorsum,tectonic,surface,#d4965a,-11.06,-38.31,4,~262 km diameter,Dorsa Ewing is a wrinkle ridge (dorsum) in the equatorial region of the lunar nearside
Dorsa Geikie,Moon,surface,Dorsum,tectonic,surface,#d4965a,-4.21,52.83,4,~218 km diameter,Dorsa Geikie is a wrinkle ridge (dorsum) in the equatorial region of the lunar nearside
Dorsa Harker,Moon,surface,Dorsum,tectonic,surface,#d4965a,13.79,63.65,4,~213 km diameter,Dorsa Harker is a wrinkle ridge (dorsum) in the equatorial region of the lunar nearside
Dorsa Lister,Moon,surface,Dorsum,tectonic,surface,#d4965a,19.76,23.52,4,~180 km diameter,Dorsa Lister is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsa Mawson,Moon,surface,Dorsum,tectonic,surface,#d4965a,-7.77,52.48,4,~143 km diameter,Dorsa Mawson is a wrinkle ridge (dorsum) in the equatorial region of the lunar nearside
Dorsa Rubey,Moon,surface,Dorsum,tectonic,surface,#d4965a,-9.88,-42.36,4,~101 km diameter,Dorsa Rubey is a wrinkle ridge (dorsum) in the equatorial region of the lunar nearside
Dorsa Smirnov,Moon,surface,Dorsum,tectonic,surface,#d4965a,26.41,25.53,4,~222 km diameter,Dorsa Smirnov is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsa Sorby,Moon,surface,Dorsum,tectonic,surface,#d4965a,18.65,13.7,4,~76 km diameter,Dorsa Sorby is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsa Stille,Moon,surface,Dorsum,tectonic,surface,#d4965a,26.91,-18.85,4,~66 km diameter,Dorsa Stille is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsa Tetyaev,Moon,surface,Dorsum,tectonic,surface,#d4965a,20.02,64.06,4,~188 km diameter,Dorsa Tetyaev is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsa Whiston,Moon,surface,Dorsum,tectonic,surface,#d4965a,29.77,-56.96,4,~139 km diameter,Dorsa Whiston is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsum Arduino,Moon,surface,Dorsum,tectonic,surface,#d4965a,24.77,-36.27,4,~100 km diameter,Dorsum Arduino is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsum Azara,Moon,surface,Dorsum,tectonic,surface,#d4965a,26.86,19.17,4,~103 km diameter,Dorsum Azara is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsum Bucher,Moon,surface,Dorsum,tectonic,surface,#d4965a,30.76,-39.55,4,~85 km diameter,Dorsum Bucher is a wrinkle ridge (dorsum) in the northern mid-latitudes of the lunar nearside
Dorsum Buckland,Moon,surface,Dorsum,tectonic,surface,#d4965a,19.43,14.3,3,~369 km diameter,Dorsum Buckland is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsum Cayeux,Moon,surface,Dorsum,tectonic,surface,#d4965a,0.76,51.22,4,~95 km diameter,Dorsum Cayeux is a wrinkle ridge (dorsum) in the equatorial region of the lunar nearside
Dorsum Cloos,Moon,surface,Dorsum,tectonic,surface,#d4965a,1.15,90.41,4,~103 km diameter,Dorsum Cloos is a wrinkle ridge (dorsum) in the equatorial region of the limb region between nearside and farside
Dorsum Cushman,Moon,surface,Dorsum,tectonic,surface,#d4965a,1.42,49.19,4,~86 km diameter,Dorsum Cushman is a wrinkle ridge (dorsum) in the equatorial region of the lunar nearside
Dorsum Gast,Moon,surface,Dorsum,tectonic,surface,#d4965a,24.38,8.71,4,~65 km diameter,Dorsum Gast is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsum Grabau,Moon,surface,Dorsum,tectonic,surface,#d4965a,29.76,-14.19,4,~124 km diameter,Dorsum Grabau is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsum Guettard,Moon,surface,Dorsum,tectonic,surface,#d4965a,-9.92,-18.26,4,~40 km diameter,Dorsum Guettard is a wrinkle ridge (dorsum) in the equatorial region of the lunar nearside
Dorsum Heim,Moon,surface,Dorsum,tectonic,surface,#d4965a,32.2,-29.83,4,~147 km diameter,Dorsum Heim is a wrinkle ridge (dorsum) in the northern mid-latitudes of the lunar nearside
Dorsum Higazy,Moon,surface,Dorsum,tectonic,surface,#d4965a,27.93,-17.47,4,~63 km diameter,Dorsum Higazy is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsum Lambert,Moon,surface,Dorsum,tectonic,surface,#d4965a,25.8,-21.0,5,,Dorsum Lambert is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsum Nicol,Moon,surface,Dorsum,tectonic,surface,#d4965a,18.32,22.66,4,~44 km diameter,Dorsum Nicol is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsum Niggli,Moon,surface,Dorsum,tectonic,surface,#d4965a,29.01,-52.28,4,~48 km diameter,Dorsum Niggli is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
